                  pl_name,               hostname,sy_snum,sy_pnum, pl_orbsmax,pl_rade, pl_bmasse, st_teff, st_rad,     sy_dist
             Kepler-344 c,             Kepler-344,      1,      2,   0.488000,  2.950,   unknown, 5774.00,   0.98,1002.9400000
             Kepler-345 b,             Kepler-345,      1,      2,   0.066000,  0.740,   unknown, 4504.00,   0.62,     unknown
             Kepler-345 c,             Kepler-345,      1,      2,   0.077000,  1.200,   unknown, 4504.00,   0.62,     unknown
             Kepler-346 b,             Kepler-346,      1,      2,   0.071000,  2.660,   unknown, 6033.00,   1.02, 984.1050000
             Kepler-346 c,             Kepler-346,      1,      2,   0.168000,  3.070,   unknown, 6033.00,   1.02, 984.1050000
             Kepler-347 b,             Kepler-347,      1,      2,   0.110000,  1.970,   unknown, 6088.00,   1.00,1298.8800000
             Kepler-347 c,             Kepler-347,      1,      2,   0.183000,  1.750,   unknown, 6088.00,   1.00,1298.8800000
             Kepler-348 b,             Kepler-348,      1,      2,   0.076000,  1.520,   unknown, 6177.00,   1.36, 570.7830000
             Kepler-348 c,             Kepler-348,      1,      2,   0.138000,  1.330,   unknown, 6177.00,   1.36, 570.7830000
             Kepler-349 b,             Kepler-349,      1,      2,   0.065000,  1.900,   unknown, 5956.00,   0.93, 940.7240000
             Kepler-349 c,             Kepler-349,      1,      2,   0.105000,  1.960,   unknown, 5956.00,   0.93, 940.7240000
              Kepler-35 b,              Kepler-35,      2,      1,   0.603470,  8.160,  40.36300, 5606.00,   1.03,1819.1700000
             Kepler-350 b,             Kepler-350,      1,      3,   0.104000,  1.850,   unknown, 6186.00,   1.53, 956.8590000
             Kepler-351 b,             Kepler-351,      1,      3,   0.214000,  3.060,   unknown, 5643.00,   0.85,1083.9100000
             Kepler-351 c,             Kepler-351,      1,      3,   0.287000,  3.190,   unknown, 5643.00,   0.85,1083.9100000
             Kepler-351 d,             Kepler-351,      1,      3,    unknown,  2.720,   unknown, 5225.00,   0.78,1083.9100000
             Kepler-352 b,             Kepler-352,      1,      3,   0.085000,  0.860,   unknown, 5212.00,   0.78, 252.7330000
             Kepler-352 c,             Kepler-352,      1,      3,   0.118000,  1.240,   unknown, 5212.00,   0.78, 252.7330000
             Kepler-352 d,             Kepler-352,      1,      3,    unknown,  0.806,   unknown, 5208.00,   0.77, 252.7330000
             Kepler-354 b,             Kepler-354,      1,      3,   0.054000,  1.840,   unknown, 4648.00,   0.67, 554.0640000
             Kepler-354 c,             Kepler-354,      1,      3,   0.115000,  1.310,   unknown, 4648.00,   0.67, 554.0640000
             Kepler-354 d,             Kepler-354,      1,      3,   0.146000,  1.240,   unknown, 4648.00,   0.67, 554.0640000
             Kepler-355 b,             Kepler-355,      1,      2,   0.102000,  1.460,   unknown, 6184.00,   1.07,1432.1700000
             Kepler-355 c,             Kepler-355,      1,      2,   0.179000,  2.710,   unknown, 6184.00,   1.07,1432.1700000
             Kepler-356 b,             Kepler-356,      1,      2,   0.057000,  1.570,   unknown, 6133.00,   1.33, 707.5590000
             Kepler-356 c,             Kepler-356,      1,      2,   0.115000,  1.810,   unknown, 6133.00,   1.33, 707.5590000
             Kepler-357 b,             Kepler-357,      1,      3,   0.063000,  1.840,   unknown, 5036.00,   0.83, 688.5730000
             Kepler-357 c,             Kepler-357,      1,      3,   0.120000,  2.670,   unknown, 5036.00,   0.83, 688.5730000
             Kepler-357 d,             Kepler-357,      1,      3,   0.246000,  3.430,   unknown, 5036.00,   0.83, 688.5730000
             Kepler-358 b,             Kepler-358,      1,      2,   0.210000,  2.720,   unknown, 5908.00,   0.95,1101.1000000
             Kepler-358 c,             Kepler-358,      1,      2,   0.381000,  2.850,   unknown, 5908.00,   0.95,1101.1000000
             Kepler-359 b,             Kepler-359,      1,      3,   0.178000,  3.530,   unknown, 6248.00,   1.09,1443.2100000
             Kepler-359 c,             Kepler-359,      1,      3,   0.307000,  4.300,   unknown, 6248.00,   1.09,1443.2100000
             Kepler-359 d,             Kepler-359,      1,      3,   0.372000,  4.010,   unknown, 6248.00,   1.09,1443.2100000
              Kepler-36 b,              Kepler-36,      1,      2,    unknown,  1.498,   3.83000, 5979.00,   1.63, 527.9560000
              Kepler-36 c,              Kepler-36,      1,      2,    unknown,  3.679,   7.13000, 5979.00,   1.63, 527.9560000
             Kepler-360 b,             Kepler-360,      1,      2,   0.044000,  1.650,   unknown, 6053.00,   1.06, 876.0440000
             Kepler-360 c,             Kepler-360,      1,      2,   0.075000,  2.100,   unknown, 6053.00,   1.06, 876.0440000
             Kepler-361 b,             Kepler-361,      1,      2,   0.086000,  1.450,   unknown, 6169.00,   1.34, 930.3200000
             Kepler-361 c,             Kepler-361,      1,      2,   0.300000,  2.520,   unknown, 6169.00,   1.34, 930.3200000
             Kepler-362 b,             Kepler-362,      1,      2,   0.087000,  0.880,   unknown, 5788.00,   0.72,1090.5100000
             Kepler-362 c,             Kepler-362,      1,      2,   0.207000,  1.450,   unknown, 5788.00,   0.72,1090.5100000
             Kepler-363 b,             Kepler-363,      1,      3,   0.048000,  1.160,   unknown, 5593.00,   1.49, 762.5960000
             Kepler-363 c,             Kepler-363,      1,      3,   0.079000,  1.690,   unknown, 5593.00,   1.49, 762.5960000
             Kepler-363 d,             Kepler-363,      1,      3,   0.107000,  2.050,   unknown, 5593.00,   1.49, 762.5960000
             Kepler-364 b,             Kepler-364,      1,      2,   0.178000,  1.550,   unknown, 6108.00,   1.28, 891.4620000
             Kepler-364 c,             Kepler-364,      1,      2,   0.312000,  2.150,   unknown, 6108.00,   1.28, 891.4620000
             Kepler-365 b,             Kepler-365,      1,      2,   0.098000,  2.040,   unknown, 6012.00,   1.05,1038.9900000
             Kepler-365 c,             Kepler-365,      1,      2,   0.137000,  1.640,   unknown, 6012.00,   1.05,1038.9900000
             Kepler-366 b,             Kepler-366,      1,      2,   0.045000,  1.460,   unknown, 6209.00,   1.05,1856.2800000
             Kepler-366 c,             Kepler-366,      1,      2,   0.110000,  1.790,   unknown, 6209.00,   1.05,1856.2800000
             Kepler-367 b,             Kepler-367,      1,      2,   0.201000,  1.300,   unknown, 4710.00,   0.69, 188.0270000
             Kepler-367 c,             Kepler-367,      1,      2,   0.253000,  1.200,   unknown, 4710.00,   0.69, 188.0270000
             Kepler-368 b,             Kepler-368,      1,      2,   0.186000,  3.260,   unknown, 5502.00,   2.02, 770.9780000
             Kepler-368 c,             Kepler-368,      1,      2,   0.360000,  3.880,   unknown, 5502.00,   2.02, 770.9780000
              Kepler-37 b,              Kepler-37,      1,      4,    unknown,  0.296,   3.17830, 5417.00,   0.79,  63.9207000
              Kepler-37 c,              Kepler-37,      1,      4,    unknown,  0.750,  12.00000, 5417.00,   0.77,  63.9207000
              Kepler-37 d,              Kepler-37,      1,      4,    unknown,  1.940,  12.20000, 5417.00,   0.77,  63.9207000
             Kepler-370 b,             Kepler-370,      1,      2,   0.054000,  1.590,   unknown, 5852.00,   0.90,1167.9400000
             Kepler-370 c,             Kepler-370,      1,      2,   0.140000,  1.910,   unknown, 5852.00,   0.90,1167.9400000
             Kepler-371 b,             Kepler-371,      1,      2,   0.200000,  1.890,   unknown, 5666.00,   0.99, 813.1920000
             Kepler-371 c,             Kepler-371,      1,      2,   0.313000,  1.780,   unknown, 5666.00,   0.99, 813.1920000
             Kepler-372 b,             Kepler-372,      1,      3,   0.075000,  1.360,   unknown, 6509.00,   1.14,1493.9500000
             Kepler-372 c,             Kepler-372,      1,      3,   0.154000,  2.090,   unknown, 6509.00,   1.14,1493.9500000
             Kepler-372 d,             Kepler-372,      1,      3,   0.201000,  1.690,   unknown, 6509.00,   1.14,1493.9500000
             Kepler-373 b,             Kepler-373,      1,      2,   0.060000,  1.360,   unknown, 5787.00,   0.84,1090.4500000
             Kepler-373 c,             Kepler-373,      1,      2,   0.126000,  1.240,   unknown, 5787.00,   0.84,1090.4500000
             Kepler-374 b,             Kepler-374,      1,      3,   0.029000,  1.030,   unknown, 5977.00,   0.91,1265.6100000
             Kepler-374 c,             Kepler-374,      1,      3,   0.042000,  1.100,   unknown, 5977.00,   0.91,1265.6100000
             Kepler-374 d,             Kepler-374,      1,      3,   0.056000,  1.310,   unknown, 5977.00,   0.91,1265.6100000
             Kepler-375 b,             Kepler-375,      1,      2,   0.101000,  1.450,   unknown, 5826.00,   0.84,1238.8100000
             Kepler-375 c,             Kepler-375,      1,      2,   0.141000,  2.650,   unknown, 5826.00,   0.84,1238.8100000
             Kepler-376 b,             Kepler-376,      1,      2,   0.057000,  1.070,   unknown, 5900.00,   1.18, 923.0670000
             Kepler-376 c,             Kepler-376,      1,      2,   0.115000,  1.790,   unknown, 5900.00,   1.18, 923.0670000
             Kepler-377 b,             Kepler-377,      1,      2,   0.109000,  1.390,   unknown, 5949.00,   1.22, 823.8040000
             Kepler-377 c,             Kepler-377,      1,      2,   0.182000,  2.060,   unknown, 5949.00,   1.22, 823.8040000
             Kepler-378 b,             Kepler-378,      1,      2,   0.112000,  0.750,   unknown, 4661.00,   0.67, 152.0940000
             Kepler-378 c,             Kepler-378,      1,      2,   0.166000,  0.700,   unknown, 4661.00,   0.67, 152.0940000
             Kepler-379 b,             Kepler-379,      1,      2,   0.152000,  1.660,   unknown, 6054.00,   1.31, 731.2740000
             Kepler-379 c,             Kepler-379,      1,      2,   0.326000,  2.290,   unknown, 6054.00,   1.31, 731.2740000
              Kepler-38 b,              Kepler-38,      2,      1,   0.463200,  4.300, 122.00000, 5623.00,   1.75,1174.5900000
             Kepler-380 b,             Kepler-380,      1,      2,   0.050000,  1.190,   unknown, 6045.00,   1.22, 813.7130000
             Kepler-380 c,             Kepler-380,      1,      2,   0.078000,  1.270,   unknown, 6045.00,   1.22, 813.7130000
             Kepler-381 b,             Kepler-381,      1,      3,   0.066000,  0.990,   unknown, 6152.00,   1.57, 267.3230000
             Kepler-381 c,             Kepler-381,      1,      3,   0.117000,  1.120,   unknown, 6152.00,   1.57, 267.3230000
             Kepler-381 d,             Kepler-381,      1,      3,    unknown,  1.067,   unknown, 6197.00,   2.19, 267.3230000
             Kepler-382 b,             Kepler-382,      1,      2,   0.055000,  1.320,   unknown, 5600.00,   0.94, 935.4460000
             Kepler-382 c,             Kepler-382,      1,      2,   0.097000,  1.590,   unknown, 5600.00,   0.94, 935.4460000
             Kepler-383 b,             Kepler-383,      1,      2,   0.095000,  1.320,   unknown, 4710.00,   0.67,     unknown
             Kepler-383 c,             Kepler-383,      1,      2,   0.172000,  1.240,   unknown, 4710.00,   0.67,     unknown
             Kepler-384 b,             Kepler-384,      1,      2,   0.148000,  1.120,   unknown, 5577.00,   0.88, 895.6780000
             Kepler-384 c,             Kepler-384,      1,      2,   0.236000,  1.130,   unknown, 5577.00,   0.88, 895.6780000
             Kepler-385 b,             Kepler-385,      1,      3,   0.097000,  2.730,   unknown, 6326.00,   1.13,1432.6100000
             Kepler-385 c,             Kepler-385,      1,      3,   0.127000,  3.040,   unknown, 6326.00,   1.13,1432.6100000
             Kepler-385 d,             Kepler-385,      1,      3,    unknown,  2.619,   unknown, 5829.00,   1.16,1432.6100000
             Kepler-386 b,             Kepler-386,      1,      2,   0.096000,  1.390,   unknown, 5178.00,   0.77, 882.4620000
             Kepler-386 c,             Kepler-386,      1,      2,   0.155000,  1.580,   unknown, 5178.00,   0.77, 882.4620000
             Kepler-387 b,             Kepler-387,      1,      2,   0.068000,  1.030,   unknown, 5774.00,   1.05, 801.0520000
             Kepler-387 c,             Kepler-387,      1,      2,   0.098000,  0.890,   unknown, 5774.00,   1.05, 801.0520000
             Kepler-388 b,             Kepler-388,      1,      2,   0.036000,  0.810,   unknown, 4498.00,   0.59,     unknown
             Kepler-388 c,             Kepler-388,      1,      2,   0.093000,  0.860,   unknown, 4498.00,   0.59,     unknown
             Kepler-389 b,             Kepler-389,      1,      2,   0.041000,  1.510,   unknown, 5376.00,   0.79, 816.5590000
             Kepler-389 c,             Kepler-389,      1,      2,   0.110000,  1.460,   unknown, 5376.00,   0.79, 816.5590000
             Kepler-390 b,             Kepler-390,      2,      2,   0.065000,  0.820,   unknown, 5166.00,   0.78, 435.2770000
             Kepler-390 c,             Kepler-390,      2,      2,   0.101000,  0.790,   unknown, 5166.00,   0.78, 435.2770000
             Kepler-391 b,             Kepler-391,      1,      2,   0.082000,  3.200,   unknown, 4940.00,   3.57, 869.2360000
             Kepler-391 c,             Kepler-391,      1,      2,   0.161000,  3.540,   unknown, 4940.00,   3.57, 869.2360000
             Kepler-392 b,             Kepler-392,      1,      2,   0.059000,  1.000,   unknown, 5938.00,   1.13, 681.4280000
             Kepler-392 c,             Kepler-392,      1,      2,   0.093000,  1.100,   unknown, 5938.00,   1.13, 681.4280000
             Kepler-393 b,             Kepler-393,      1,      2,   0.091000,  1.290,   unknown, 6189.00,   1.38, 881.4040000
             Kepler-393 c,             Kepler-393,      1,      2,   0.124000,  1.330,   unknown, 6189.00,   1.38, 881.4040000
             Kepler-394 b,             Kepler-394,      1,      3,   0.083000,  1.600,   unknown, 6402.00,   1.13,1058.7200000
             Kepler-394 c,             Kepler-394,      1,      3,   0.110000,  1.660,   unknown, 6402.00,   1.13,1058.7200000
             Kepler-394 d,             Kepler-394,      1,      3,    unknown,  1.501,   unknown, 6398.00,   1.10,1058.7200000
             Kepler-395 b,             Kepler-395,      1,      2,   0.061000,  1.030,   unknown, 4262.00,   0.56, 421.3820000
             Kepler-395 c,             Kepler-395,      1,      2,   0.177000,  1.320,   unknown, 4262.00,   0.56, 421.3820000
             Kepler-397 b,             Kepler-397,      1,      2,   0.144000,  2.460,   unknown, 5307.00,   0.77,     unknown
             Kepler-397 c,             Kepler-397,      1,      2,   0.480000,  6.180,   unknown, 5307.00,   0.77,     unknown
             Kepler-398 b,             Kepler-398,      1,      3,   0.044000,  0.930,   unknown, 4493.00,   0.61, 177.3550000
             Kepler-398 c,             Kepler-398,      1,      3,   0.087000,  1.010,   unknown, 4493.00,   0.61, 177.3550000
             Kepler-398 d,             Kepler-398,      1,      3,    unknown,  0.880,   unknown, 4557.00,   0.67, 177.3550000
             Kepler-399 b,             Kepler-399,      1,      3,   0.103000,  0.960,   unknown, 5502.00,   0.68, 740.5370000
             Kepler-399 c,             Kepler-399,      1,      3,   0.155000,  1.430,   unknown, 5502.00,   0.68, 740.5370000
             Kepler-399 d,             Kepler-399,      1,      3,   0.261000,  1.890,   unknown, 5502.00,   0.68, 740.5370000
               Kepler-4 b,               Kepler-4,      1,      1,   0.045600,  4.002,  24.47200, 5857.00,   1.49, 487.9160000
              Kepler-40 b,              Kepler-40,      1,      1,   0.080000, 13.110, 699.20000, 6510.00,   2.13,2305.0100000
             Kepler-400 b,             Kepler-400,      1,      2,   0.087000,  1.650,   unknown, 5886.00,   1.15, 845.9700000
             Kepler-400 c,             Kepler-400,      1,      2,   0.134000,  1.490,   unknown, 5886.00,   1.15, 845.9700000
             Kepler-401 b,             Kepler-401,      1,      3,   0.122000,  1.710,   unknown, 6117.00,   1.33, 965.5600000
             Kepler-401 c,             Kepler-401,      1,      3,   0.269000,  2.150,   unknown, 6117.00,   1.33, 965.5600000
             Kepler-401 d,             Kepler-401,      1,      3,    unknown,  2.270,   unknown, 6184.00,   1.29, 965.5600000
             Kepler-402 b,             Kepler-402,      1,      4,   0.051000,  1.220,   unknown, 6090.00,   1.26, 625.3390000
             Kepler-402 c,             Kepler-402,      1,      4,   0.068000,  1.560,   unknown, 6090.00,   1.26, 625.3390000
             Kepler-402 d,             Kepler-402,      1,      4,   0.087000,  1.380,   unknown, 6090.00,   1.26, 625.3390000
             Kepler-402 e,             Kepler-402,      1,      4,   0.102000,  1.460,   unknown, 6090.00,   1.26, 625.3390000
             Kepler-403 b,             Kepler-403,      1,      3,   0.076000,  1.250,   unknown, 6090.00,   1.33, 840.2690000
             Kepler-403 c,             Kepler-403,      1,      3,   0.297000,  1.750,   unknown, 6090.00,   1.33, 840.2690000
             Kepler-403 d,             Kepler-403,      1,      3,    unknown,  1.420,   unknown, 6209.00,   1.45, 840.2690000
             Kepler-404 b,             Kepler-404,      1,      2,   0.102000,  1.270,   unknown, 5654.00,   0.88, 812.5240000
             Kepler-404 c,             Kepler-404,      1,      2,   0.118000,  1.720,   unknown, 5654.00,   0.88, 812.5240000
             Kepler-405 b,             Kepler-405,      1,      2,   0.095000,  2.080,   unknown, 5818.00,   0.89,1065.0800000
             Kepler-405 c,             Kepler-405,      1,      2,   0.188000,  4.660,   unknown, 5818.00,   0.89,1065.0800000
             Kepler-406 b,             Kepler-406,      1,      2,    unknown,  1.430,   6.35000, 5538.00,   1.07, 364.0300000
             Kepler-406 c,             Kepler-406,      1,      2,    unknown,  0.850,   2.71000, 5538.00,   1.07, 364.0300000
             Kepler-407 b,             Kepler-407,      1,      2,    unknown,  1.070,   3.20000, 5476.00,   1.01, 338.3680000
             Kepler-407 c,             Kepler-407,      1,      2,    unknown,unknown,4000.00000, 5476.00,   1.01, 338.3680000
             Kepler-408 b,             Kepler-408,      1,      1,    unknown,  0.820,   5.00000, 6104.00,   1.23,  88.7832000
             Kepler-409 b,             Kepler-409,      1,      1,    unknown,  1.190,  22.00000, 5460.00,   0.89,  68.1730000
              Kepler-41 b,              Kepler-41,      1,      1,   0.031010, 14.460, 177.98000, 5750.00,   1.29,1093.0800000
           Kepler-410 A b,           Kepler-410 A,      2,      1,   0.122600,  2.838,   unknown, 6273.00,   1.35, 147.5270000
             Kepler-412 b,             Kepler-412,      1,      1,   0.028970, 15.031, 299.07803, 5750.00,   1.29,1086.2400000
             Kepler-413 b,             Kepler-413,      2,      1,   0.355300,  4.347,  67.00000, 4700.00,   0.78, 847.5360000
             Kepler-418 b,             Kepler-418,      1,      2,    unknown, 13.450, 349.61125, 5820.00,   1.09,1002.5300000
             Kepler-418 c,             Kepler-418,      1,      2,    unknown,  5.221,   unknown, 5822.00,   1.08,1002.5300000
             Kepler-419 b,             Kepler-419,      1,      2,   0.370000, 10.800, 794.50000, 6430.00,   1.74,1011.3600000
             Kepler-419 c,             Kepler-419,      1,      2,   1.680000,unknown,2320.10000, 6430.00,   1.74,1011.3600000
             Kepler-421 b,             Kepler-421,      1,      1,   1.219000,  4.160,   unknown, 5308.00,   0.76, 348.5580000
             Kepler-422 b,             Kepler-422,      1,      1,   0.082000, 12.890, 136.66000, 5972.00,   1.24, 722.7950000
             Kepler-423 b,             Kepler-423,      1,      1,   0.035850, 13.361, 189.10100, 5560.00,   0.95, 758.7530000
             Kepler-424 b,             Kepler-424,      1,      2,   0.044000,  9.980, 327.35000, 5460.00,   0.94, 698.6460000
             Kepler-424 c,             Kepler-424,      1,      2,   0.730000,unknown,2215.18000, 5460.00,   0.94, 698.6460000
             Kepler-425 b,             Kepler-425,      1,      1,   0.046400, 10.962,  79.45000, 5170.00,   0.86, 646.6470000
             Kepler-426 b,             Kepler-426,      1,      1,   0.041400, 12.220, 108.06000, 5725.00,   0.92, 843.6950000
             Kepler-427 b,             Kepler-427,      1,      1,   0.091000, 13.790,  92.17000, 5800.00,   1.35,1017.8000000
             Kepler-428 b,             Kepler-428,      1,      1,   0.043300, 12.110, 403.63000, 5150.00,   0.80, 686.2840000
              Kepler-43 b,              Kepler-43,      1,      1,   0.046000, 13.664,1026.59090, 6041.00,   1.42,1005.8400000
             Kepler-430 b,             Kepler-430,      1,      2,   0.224400,  3.250,   unknown, 5884.00,   1.49, 917.4770000
             Kepler-430 c,             Kepler-430,      1,      2,   0.475700,  1.750,   unknown, 5884.00,   1.49, 917.4770000
             Kepler-431 b,             Kepler-431,      1,      3,   0.071900,  0.764,   unknown, 6004.00,   1.09, 486.5460000
             Kepler-431 c,             Kepler-431,      1,      3,   0.084700,  0.668,   unknown, 6004.00,   1.09, 486.5460000
             Kepler-431 d,             Kepler-431,      1,      3,   0.104500,  1.110,   unknown, 6004.00,   1.09, 486.5460000
             Kepler-432 b,             Kepler-432,      2,      2,   0.301000, 12.834,1719.46030, 4995.00,   4.06, 848.0230000
             Kepler-432 c,             Kepler-432,      2,      2,    unknown,unknown, 772.32690, 4995.00,   4.06, 848.0230000
             Kepler-433 b,             Kepler-433,      1,      1,   0.067900, 16.250, 896.24000, 6360.00,   2.26,1878.3100000
             Kepler-434 b,             Kepler-434,      1,      1,   0.114300, 12.670, 908.96000, 5977.00,   1.38,1222.5400000
             Kepler-435 b,             Kepler-435,      1,      1,   0.094800, 22.310, 266.97000, 6161.00,   3.21,1418.7700000
             Kepler-436 b,             Kepler-436,      1,      2,   0.339000,  2.730,   unknown, 4651.00,   0.70, 588.8670000
             Kepler-436 c,             Kepler-436,      1,      2,    unknown,  2.330,   unknown, 4685.00,   0.71, 588.8670000
             Kepler-437 b,             Kepler-437,      1,      1,   0.288000,  2.140,   unknown, 4551.00,   0.68,     unknown
             Kepler-439 b,             Kepler-439,      1,      1,   0.563000,  2.240,   unknown, 5431.00,   0.87, 757.0480000
              Kepler-44 b,              Kepler-44,      1,      1,   0.044600, 12.220, 317.82000, 5800.00,   1.35,1188.0000000
             Kepler-440 b,             Kepler-440,      1,      1,   0.242000,  1.860,   unknown, 4134.00,   0.56, 301.0300000
             Kepler-441 b,             Kepler-441,      1,      1,   0.640000,  1.640,   unknown, 4340.00,   0.55, 268.0030000
             Kepler-442 b,             Kepler-442,      1,      1,   0.409000,  1.340,   unknown, 4402.00,   0.60, 365.9650000
             Kepler-443 b,             Kepler-443,      1,      1,   0.495000,  2.330,   unknown, 4723.00,   0.71, 802.2710000
             Kepler-444 b,             Kepler-444,      3,      5,   0.041780,  0.403,   unknown, 5046.00,   0.75,  36.4396000
             Kepler-444 c,             Kepler-444,      3,      5,   0.048810,  0.497,   unknown, 5046.00,   0.75,  36.4396000
             Kepler-444 d,             Kepler-444,      3,      5,   0.060000,  0.530,   unknown, 5046.00,   0.75,  36.4396000
             Kepler-444 e,             Kepler-444,      3,      5,   0.069600,  0.546,   unknown, 5046.00,   0.75,  36.4396000
             Kepler-444 f,             Kepler-444,      3,      5,   0.081100,  0.741,   unknown, 5046.00,   0.75,  36.4396000
             Kepler-447 b,             Kepler-447,      1,      1,   0.076900, 18.490, 435.41000, 5493.00,   1.05, 268.0410000
             Kepler-449 b,             Kepler-449,      1,      2,    unknown,  2.056,   unknown, 5649.18,unknown, 241.9490000
             Kepler-449 c,             Kepler-449,      1,      2,    unknown,  2.764,   unknown, 5649.18,unknown, 241.9490000
             Kepler-450 b,             Kepler-450,      1,      3,    unknown,  6.140,   unknown, 6197.21,   1.64, 455.9820000
             Kepler-450 c,             Kepler-450,      1,      3,    unknown,  2.620,   unknown, 6197.21,   1.64, 455.9820000
             Kepler-450 d,             Kepler-450,      1,      3,    unknown,  0.837,   unknown, 6197.21,   1.64, 455.9820000
             Kepler-453 b,             Kepler-453,      2,      1,   0.790300,  6.204,  16.00000, 5527.00,   0.83, 442.8460000
             Kepler-454 b,             Kepler-454,      2,      2,    unknown,  2.354,   6.05338, 5701.00,   1.05, 230.8690000
             Kepler-454 c,             Kepler-454,      2,      2,    unknown,unknown,1417.52180, 5701.00,   1.07, 230.8690000
             Kepler-457 d,               KOI-7892,      1,      3,    unknown,  2.985,   unknown, 6474.00,   1.24,1072.3000000
             Kepler-458 c,            KIC 9663113,      1,      2,    unknown,  4.200,   unknown, 6117.21,   2.22,1594.7400000
              Kepler-46 b,              Kepler-46,      1,      3,   0.196800,  9.057,1907.00000, 5155.00,   0.94, 777.0600000
              Kepler-46 c,              Kepler-46,      1,      3,   0.279900,unknown, 119.49900, 5155.00,   0.94, 777.0600000
              Kepler-46 d,              Kepler-46,      1,      3,   0.067000,  1.640,   unknown, 5309.00,   0.79, 777.0600000
             Kepler-460 c,            KIC 5437945,      1,      2,    unknown,  5.520,   unknown, 6146.00,   1.26,1274.0100000
             Kepler-461 b,             Kepler-461,      1,      1,    unknown,  2.580,   unknown, 5634.00,   0.91, 692.1580000
             Kepler-463 b,             Kepler-463,      1,      1,    unknown,  3.050,   unknown, 5661.00,   0.90, 394.8040000
             Kepler-464 b,             Kepler-464,      1,      1,    unknown,  3.300,   unknown, 5933.00,   1.59, 667.6040000
             Kepler-465 b,             Kepler-465,      1,      1,    unknown,  2.950,   unknown, 6310.00,   1.29, 553.0770000
             Kepler-466 b,             Kepler-466,      1,      2,    unknown,  2.850,   unknown, 5927.00,   1.05, 530.1220000
             Kepler-466 c,             Kepler-466,      1,      2,    unknown,  1.250,   unknown, 5927.00,   1.05, 530.1220000
             Kepler-467 b,             Kepler-467,      1,      1,    unknown,  2.250,   unknown, 5809.00,   1.37, 466.2650000
             Kepler-468 b,             Kepler-468,      1,      1,    unknown, 13.340,   unknown, 5498.00,   0.87, 442.8710000
             Kepler-470 b,             Kepler-470,      1,      1,    unknown, 14.440,   unknown, 6613.00,   1.66, 929.8110000
             Kepler-471 b,             Kepler-471,      1,      1,    unknown, 14.960,   unknown, 6733.00,   1.80,1249.4100000
             Kepler-472 b,             Kepler-472,      1,      1,    unknown,  3.220,   unknown, 4996.00,   0.78, 306.6020000
             Kepler-473 b,             Kepler-473,      1,      1,    unknown,  4.080,   unknown, 5816.00,   1.34, 905.9370000
             Kepler-474 b,             Kepler-474,      1,      1,    unknown,  3.060,   unknown, 5785.00,   1.08, 841.4960000
             Kepler-475 b,             Kepler-475,      1,      1,    unknown,  2.490,   unknown, 5009.00,   0.79, 280.0690000
             Kepler-476 b,             Kepler-476,      1,      1,    unknown,  3.080,   unknown, 5837.00,   1.09, 813.5350000
             Kepler-477 b,             Kepler-477,      2,      1,    unknown,  2.070,   unknown, 5240.00,   0.79,     unknown
             Kepler-478 b,             Kepler-478,      1,      1,    unknown,  2.710,   unknown, 5210.00,   0.80,     unknown
             Kepler-479 b,             Kepler-479,      1,      1,    unknown,  2.120,   unknown, 5247.00,   0.81, 344.9010000
              Kepler-48 b,              Kepler-48,      1,      4,    unknown,  1.880,   3.94000, 5194.00,   0.89, 306.7380000
              Kepler-48 c,              Kepler-48,      1,      4,    unknown,  2.710,  14.61000, 5194.00,   0.89, 306.7380000
              Kepler-48 d,              Kepler-48,      1,      4,    unknown,  2.040,   7.93000, 5194.00,   0.89, 306.7380000
              Kepler-48 e,              Kepler-48,      1,      4,    unknown,unknown, 657.00000, 5194.00,   0.89, 306.7380000
             Kepler-480 b,             Kepler-480,      1,      1,    unknown,  2.780,   unknown, 6322.00,   1.34, 847.5080000
             Kepler-481 b,             Kepler-481,      1,      1,    unknown,  2.500,   unknown, 5802.00,   1.09, 813.7240000
             Kepler-482 b,             Kepler-482,      1,      1,    unknown,  2.360,   unknown, 4871.00,   0.72, 313.0680000
             Kepler-483 b,             Kepler-483,      1,      1,    unknown,  3.210,   unknown, 6346.00,   1.47, 860.3550000
             Kepler-484 b,             Kepler-484,      1,      1,    unknown,  2.280,   unknown, 5668.00,   0.87, 382.1360000
             Kepler-485 b,             Kepler-485,      1,      1,    unknown, 14.410,   unknown, 5958.00,   1.09,1140.9500000
             Kepler-486 b,             Kepler-486,      1,      1,    unknown, 11.000,   unknown, 4926.00,   0.75, 436.2570000
             Kepler-487 b,             Kepler-487,      1,      3,    unknown, 11.420,   unknown, 5444.00,   0.88, 872.3430000
             Kepler-487 c,             Kepler-487,      1,      3,    unknown,  2.680,   unknown, 5444.00,   0.88, 872.3430000
             Kepler-487 d,             Kepler-487,      1,      3,    unknown,  2.775,   unknown, 5422.00,   0.89, 872.3430000
             Kepler-488 b,             Kepler-488,      1,      1,    unknown, 15.790,   unknown, 5970.00,   1.09,1145.2800000
             Kepler-489 b,             Kepler-489,      1,      1,    unknown,  7.720,   unknown, 5014.00,   0.76, 369.6450000
              Kepler-49 d,              Kepler-49,      1,      4,   0.031000,  1.600,   unknown, 4252.00,   0.56, 311.2220000
              Kepler-49 e,              Kepler-49,      1,      4,   0.116000,  1.560,   unknown, 4252.00,   0.56, 311.2220000
